mid,content,star,time
5010566696927851,"我作为从业多年的营销策划人，不敢说很有名气，但是也服务过众多品牌，到现在我都认为:农夫山泉系列包装上的日式风格，有些明显是营销号过于敏感渲染了。
再怎么设计，抹茶，绿茶，红茶都是源自中国（东方树叶包装上写得很清楚），另外所谓茶π涉及靖国神社，就太扯了，这些无事生非的人，能不能消停点？
我倒认为娃哈哈的包装确有较大的提升空间，特别是现在年轻人都喜欢的国潮风，中国的传统IP很多，应该有更多可以创意创新的地方。
农夫山泉的黑材料严格来说算不是黑，而是社会思潮发生了逆转，社会对同一个事物发生了的反方向的解读，原先的“潮”变成了“嘲”，只能说是“此一时，彼一时”。10年为单位的时间跨度，受众换了多少人，形势又发生了多少转折。
东方树叶的包装，不用辩解，大家都有眼睛，那就是实打实的“和风”设计。问题在于：这个设计是2011年推出的，那时候“和风”设计是潮流啊，日漫、日料、日式风格是受追捧是加分的呀……而10多年后，中日关系又发生了多少变化？而现在“和风”还能加分吗？这和民不民粹没关系，人民可以有自己的好恶，你如果认为现在社会讨厌和风是民粹，那么10多年吹捧和风就是媚外，不能搞双标。
矿泉水比纯净水健康，这也是钟老板自己炒作出来的概念。当时打遍天下无敌手，娃哈哈起诉不正当竞争都被市政领导协调下来了，最后罚点小款了事。当时这理念被大众所接受，被好多老板视为公关和商战经典吧。但是现在也反转了，为啥呢？娃哈哈纯净水纯的比实验室制造的水还纯还便宜，成为科研指定用水，这在当下科技自主创新时代，铁定被追捧啊。那反过来当年压制纯净水的天然水，不就被还原为水库水了吗？况且你本身就是水库水，千岛湖确实又名新安江水库啊，这出身，往好了说的天然，往另外一个角度不就是养鱼养虾游泳的水库吗？这又得辩吗？
钟公子的美国国籍，不知真假，但没否认。富豪及子女加入外籍，在10多年前的网络，并不会被谴责，而是被公知们用富豪外润作为依据来批判国内。单这十多年时过境迁，在美国的助攻，以及恒大的佐证下，光鲜亮丽的想象的“外国”变得丑陋无比，同一个事件，10多年前后，两种解读，还能咋辩解？
农夫遭遇的是一次社会思潮的大反转，事情还是哪个事情，十年前解读为好事，十年后却解读为坏事，这其中伴随的是中国实力的崛起，是网友名族认同的提高，加之宗老朴实的形象与其他富豪形成了强烈对比，的确只是的确只是一件事情引发。
这算黑吗？事情就是那个事情，只是大家的态度发生了变化而已。
我们尊重宗老，也对娃哈哈寄予厚望，但未必是一定要拉踩把另一个同城民营企业弄垮。民粹不仅对文学创作开始胡乱指责，对企业正常经营也开始肆意干扰，此非幸事。

娃哈哈超话
#娃哈哈#
#农夫山泉#

收起
d",1,今天02:34
5010564927456365,"行到水穷处，坐看泉起时
有个建议哈，就是搞农夫山泉的那些拳民花钱买光农夫山泉的产品，然后喜欢农夫山泉的人买无可买。
#谁在围剿农夫山泉#
#农夫山泉市值暴跌2800亿#
#农夫山泉#",赞,今天02:27
5010558567055828,"农夫山泉和娃哈哈这是怎么了？
确实娃哈哈好喝点，矿泉水确实口感好但是很贵，农夫山泉大部分都是矿物质水…哦对，🐒大冰泉好喝
#儒子有话说#
但是前两天说那个营养快线被误会的我就没好意思说话。。配料表几种糖帮我数数。瓜尔胶、安赛蜜、黄原胶这健康吗wc
烟酰胺只能排菌种前面
娃哈哈除了纯净水……
#娃哈哈#
#农夫山泉#

农夫山泉超话

2
北京

收起
d",3,今天02:01
5010557994270818,"娃哈哈和农夫山泉，你喝的出来区别吗？同样的产品，怎么才能做大做强？听定位专家的分析，会让你茅塞顿开，企业家们一定要看👀
#农夫山泉 娃哈哈#
#定位专家顾均辉跨界脱口秀#

L
空姐AISS的微博视频",11,今天01:59
5010555625276105,"娃哈哈是不是也应该被你们这群暴民批斗？
#农夫山泉#
#娃哈哈#
#日本#",赞,今天01:50
5010554330547754,"#农夫山泉#
抵制刘强东去吧，他老婆孩子都在美国，孩子也是美国人，还有好多企业家的孩子也是美国人，都抵制吧，抵制的越多，这些人移民的速度越快，套现走人，留下烂摊子国内的人接手，该裁员的裁员，该破产的破产，穷人都一样天下大乱后分一杯羹，真的可笑死了，能轮的到穷人吗？天真死了",赞,今天01:45
5010553426412889,"#谁在围剿农夫山泉#
#农夫山泉#
出事可不是一次两次",1,今天01:41
5010551063446300,"这是真的假的
之前一直都没注意呢
#哇哈哈ad钙奶#
#农夫山泉#",3,今天01:32
5010551023600531,"#农夫山泉#
本来不想议论，要这么来，我就支持农夫山泉，不就是看人家卖矿泉水的好欺负吗？找茬揪辫子批斗，法律层面上人家有啥错了，这会一个个群情激奋，都这么来谁敢来中国投资做生意？",赞,今天01:31
5010546603066707,"#农夫山泉#
反日反出魔怔了",赞,今天01:14
5010546267522984,"大家一起用键盘爱国
，我已经准备好两个U型锁了，可恶的媚日企业
#农夫山泉#",赞,今天01:13
5010545992532200,"#农夫山泉#
老百姓自己还不能选择了，这些媒体人果然都是过去的那些扣帽子的红卫兵。",赞,今天01:11
5010544422029633,"如果能把那些真正重要的事，如物价飞涨、养孩成本高、延迟退休、外资撤离等问题，像对待批斗农夫山泉那样重视，社会会不会变得更好？那些人为啥对这些事视而不见呢？是跟他们没关系吗？
#农夫山泉#",48,今天01:05
5010542479280504,"舆情：老乡鸡用了快10年的农夫山泉
#亿点曝光计划#
#三叶吃饭联播#

黑子：敌人打入了中餐内部，大家抵制
@老乡鸡
我担忧：你们别他妈的把我最爱吃的快餐冲没了......
#农夫山泉#",18,今天00:58
5010541753665226,"通过语言和临场反应是最能检验出一个人真实水平的方式,这个可不是在网上随便学点技巧就能糊弄过去的。之前说过阅读是通过用别人的大脑来取代自己的大脑进行思考,听懂了≠学会了、学会了≠实践运用、灵活运用≠能教会别人
展开分析,把市面上的知识博主分等级①揭露、分析、传播事物现象②能够为用户解决实际问题③引领社会；能把复杂的事情用简单易懂的方式表达清楚是种能力。举个例子,很多博主讲吸引力法则,喜欢用一堆专业名词显得自己很博学,实际上根本听不懂在讲什么,说什么你要每天心里暗示自己就会变强、你是什么样的人就会吸引什么样的人……一个不落全是low X,听了一堆没什么用的废话,
我这么说,吸引力法则就是你自己等级上去了,那些比你差的、脑子不灵光的聊不到一块去的被淘汰了,身边留下的自然都是追求进步的人。根本不是什么都不做只要幻想就有,也不是不会遇到low子
还有我之前讲的受众问题,有些博主花了30分钟讲如何去努力的方法,我心想努力还需要方法？其实万变不离其宗,大家需要的不是方法而是动力；任何博主都是站在自己的角度和水准说话,有的是自己悟的，有的是通过学别人加工复述的,他们传述的不一定真实,就像最近很火的农夫山泉,很多人在说他有多不好甚至倒水批判的,连最基础的判断力都没有,商业本来就是弱肉强食,他为国家交的税却没人提。为那么多人提供就业岗位也没人提。有些所谓的“知识博主”根本不配当博主,服务low子不会有好下场,一个没见过客观世界的人说着不负责任的话,忽悠了一群傻子
#农夫山泉#

收起
d",1,今天00:55
5010541179306807,"#中国#


中国超话
#娃哈哈#

#农夫山泉#

#谁在围剿农夫山泉#

#信公知变白痴#
网络真是个好东西，什么魑魅魍魉都显形了！

查看图片",698,今天00:52
5010538822632581,"#哇哈哈ad钙奶#
#农夫山泉#
#小日子文化入侵#
#禁止文化入侵#",赞,今天00:43
5010533530994968,"#711便利店停售农夫山泉旗下产品#
711还回应属实，这波操作看不懂了。真不是阴谋论，总觉得农夫山泉这次不好过，咋样能解决问题？
#农夫山泉#",1,今天00:22
5010533058610950,"#东方树叶#
#农夫山泉#
东方树叶那个包装我感觉根本没毛病啊 说什么是日本寺庙的我感觉才是罕见吧...那个寺庙跟日本寺是有点像 但是国内跟图上寺庙相似度更高的寺一抓一大把 （例如上海真如寺）而且那个文字说的明明就是日本抹茶发源于中国 有啥问题吗 有些文盲是不是只知道提取关键字啊 提到日本就破防

收起
d",1,今天00:20
5010532685578423,"今晚上说喝点儿，刚把酒放餐桌上，吓我一跳。看来得换块儿红色的桌布，才能喝这酒。
#五粮液#
#农夫山泉#",1,今天00:19
5010532622668101,"#农夫山泉#
那些在网上带舆论风向...抹黑...造谣...妖言惑众的...那些制造不实信息 虚假时事 故意歪曲事实！跟风抹黑的！那些打着爱国旗号故意升级政治事件的！那些黑刘翔黑梅西黑周杰伦黑农夫山泉的...我祝你们渴s！没有赛事演出看！祝你们早投人胎！",6,今天00:18
5010532365241459,"别的不说，农夫山泉真的难喝
#农夫山泉#",赞,今天00:17
5010531751300778,"#农夫山泉#
十几年都在持续围剿，难道就不能放过一个创造这么多就业与税收的著名民企吗？人家可是从水库里不远万里给大家提供了有点甜的山泉哦！",2694,今天00:15
5010530387105414,"很多人用农夫山泉泡茶。记得说泡茶比较好得选用山泉水。这些人是不是都把农夫山泉当成山泉水了，但农夫山泉确确实实是地表水，水库水，不是山泉水。水库里的水感觉跟我们普通喝的自来水的源头并没有区别。
那些泡茶者是不是等于上当受骗了？
#四个九说#
#农夫山泉#
#娃哈哈#",3,今天00:09
5010529334071727,"#农夫山泉#
太抽象了 看得我马上去买了两瓶农夫",1,今天00:05
5010528906775647,"农夫山泉成了粉丝净化器了
#农夫山泉#",赞,今天00:04
5010527474681113,"#农夫山泉#
我记得原来吧好歹抵制外国企业，外国产品。好家伙，现在直接地址自己人了！",赞,03月10日 23:58
5010527421465478,"这究竟是什么样一群“碍国贼”，才能每天这样脑洞大开瞎琢磨？农夫山泉面面观。
#农夫山泉#
#日本货#",17,03月10日 23:58
5010527347019941,"农夫和娃，只是一场商战？
#农夫山泉#
#娃哈哈#

L
马刚视野的微博视频",2,03月10日 23:57
5010524829650505,"首富豪捐
水在国内卖，
钱往外国搬。
谁敢这么干？
唯有某闪闪！
#农夫山泉#",1,03月10日 23:47
5010524162755774,"今天加油的时候买了一件农夫山泉1，12瓶的15元，喝个而已，娃哈哈，今麦郎农夫山泉有什么区别吗？何必事事上纲上线呢。
#农夫山泉 娃哈哈#
#今麦郎#",1,03月10日 23:45
5010522692915253,"
春风化雨大总攻超话
#农夫山泉#
凤凰网，间谍网，就会收钱扭曲事实。为国外势力为卖国资本发声。打压中国人，打压老百姓，欺骗蒙蔽人民群众，收钱打压正能量艺人",赞,03月10日 23:39
5010521866899648,"喝什么牌子的水是自己的权利不要被道德绑架
水是生命之泉应该爱护珍惜拒绝浪费因为可耻
#农夫山泉#
#娃哈哈#
#生命之泉#
#抵制蠢货#

L
艺术人生andy的微博视频",赞,03月10日 23:36
5010521567532452,"不想多说，我果然牛逼
#农夫山泉#",赞,03月10日 23:34
5010521231726846,"#农夫山泉#

最近关于农夫山泉的话题令人匪夷所思，如此多的所谓爱国人士，打着所谓爱国口号，在各种平台莫名其妙打压一个民营企业，我们到底怎么了？",赞,03月10日 23:33
5010519495017820,"#农夫山泉#
这个世界有时候是挺魔怔的..",赞,03月10日 23:26
5010517015397818,"#农夫山泉#
当初说自己是“大自然的搬运工”，现在想来其实挺张扬的。很简单的一个道理，只要政府现在批准我去水源地设厂，购置设备、生产灌装和打通销路这些后续工作都不在话下了，哪怕我的水平不至于干到首富，但是如果能以水源地直接作为卖点，至少这生意是稳赚不赔的。别看千岛湖、万绿湖都只是大水库而已，这种能够达到地表水I类水质的水体是什么概念？就是你拿杯子在湖里舀一杯水直接喝下去，大概率是不会喝坏肚子的，这样的水质哪怕是放在欧洲都是逆天的。且不追究钟某人当年是如何获得政府批准的，他能把工厂开遍各地的优质水源地，除了个人的本事外，也离不开中国经济快速发展的大背景和地方政府对民营经济的支持和鼓励态度。他的企业做大做强了，上市了，个人一度登上首富宝座，这本来是中国经济建设和发展中的一段佳话。甚至他把儿子送出国并且拿到美国国籍，这也是他的自由，国家层面、政府层面从来没有丝毫阻挠和打击他的意思。但是，最近这几年公知、殖人、恨国党一直用富人移民这件事攻击中国的体制，按照他们的逻辑，中国的商人赚到钱以后就移民，充分证明了中国制度的劣势。实际上很多老百姓在某种程度上多多少少接受了这种逻辑，因此他们才会觉得卖水首富把儿子送到美国去的做法特别扎眼，尤其是跟宗老一对比，钟某人就显得更自私和狭隘了：你明明是依靠中国的资源和市场赚到的巨额财富，为什么反过来要以这种方式贬低中国？这里的“贬低”正是来自上述逻辑，所以公殖恨们现在别急着骂老百姓是“U型锁”，当下的汹涌民意正是你们乱带节奏被反噬的结果。我们根本不必设想如果马斯克、扎克伯格让自己的儿子加入中国籍，他们在美国的下场将会如何的悲惨。光说自己国家的富人移民这件事，国家不拦着不代表他们的做法就是正确的选择，更无法证明国家体制的落后。当然，在老百姓换点外不出去消费都被严格监管的当下，富人资产外移的便利程度可以说是特权般的存在了。中国的官方长期被PUA，说我们不是市场经济、要素资金不能自由流动，结果导致在资本离境的管理问题上畏手畏脚。民意当前，希望一些决策单位和立法部门能够看清形势，该干嘛干嘛，毕竟“先富带动后富”的想法已经被证实并不可行了。
收起
d",赞,03月10日 23:16
